polygon1_name,polygon2_name,mean_colocation,release_date
Derbyshire,Nottinghamshire,2.6265382355346295e-5,2020-11-03
Derbyshire,Nottingham,2.0053501851037848e-5,2020-11-03
Derbyshire,Sheffield,1.355162698540319e-5,2020-11-03
Derbyshire,Tameside,8.178999379097175e-6,2020-11-03
Derbyshire,Staffordshire,7.859175790660339e-6,2020-11-03
Derbyshire,Leicestershire,6.321233857884358e-6,2020-11-03
Derbyshire,Rotherham,5.420662615763923e-6,2020-11-03
Derbyshire,Stockport,5.3404882354509795e-6,2020-11-03
Derbyshire,Manchester,2.3733209632220363e-6,2020-11-03
Derry and Strabane,Causeway Coast and Glens,6.276285594965787e-5,2020-11-03
Derry and Strabane,Fermanagh and Omagh,2.6351949743823038e-5,2020-11-03
Derry and Strabane,Mid Ulster,7.641037037397423e-6,2020-11-03
Derry and Strabane,Belfast,5.962868670580932e-6,2020-11-03
Derry and Strabane,Antrim and Newtownabbey,4.63031498415512e-6,2020-11-03
Derry and Strabane,Lisburn and Castlereagh,3.011242016425808e-6,2020-11-03
Derry and Strabane,Mid and East Antrim,2.512647295047374e-6,2020-11-03
Derry and Strabane,"Armagh, Banbridge and Craigavon",1.8879378632575882e-6,2020-11-03
Derry and Strabane,North Down and Ards,1.5585919422492013e-6,2020-11-03
Derry and Strabane,East Renfrewshire,1.1345803308608458e-6,2020-11-03
Devon,Torbay,7.681660669992525e-5,2020-11-03
Devon,Plymouth,3.866610998967201e-5,2020-11-03
Devon,Somerset,9.955112382045212e-6,2020-11-03
Devon,Cornwall,8.594671940555007e-6,2020-11-03
Devon,North Somerset,3.7260186322671574e-6,2020-11-03
Devon,South Gloucestershire,3.3004498765043813e-6,2020-11-03
Devon,Dorset,3.1368712388844066e-6,2020-11-03
Devon,Bristol,3.1210447556693408e-6,2020-11-03
Devon,Bath and North East Somerset,1.8407332692407796e-6,2020-11-03
Devon,Poole,1.7144525200150024e-6,2020-11-03
Doncaster,Rotherham,3.720320423182249e-5,2020-11-03
Doncaster,Barnsley,2.5187212063466892e-5,2020-11-03
Doncaster,North Lincolnshire,1.9453806058137153e-5,2020-11-03
Doncaster,Wakefield,1.3020669601790123e-5,2020-11-03
Doncaster,Sheffield,1.1368274522463208e-5,2020-11-03
Doncaster,East Riding of Yorkshire,7.80350514632548e-6,2020-11-03
Doncaster,Nottinghamshire,6.438433492000956e-6,2020-11-03
Doncaster,York,5.564340042273968e-6,2020-11-03
Doncaster,North Yorkshire,3.9560258207383145e-6,2020-11-03
Doncaster,Leeds,3.394648502262691e-6,2020-11-03
Dorset,Poole,1.2550257804746202e-4,2020-11-03
Dorset,Bournemouth,1.1058126925552999e-4,2020-11-03
Dorset,Somerset,1.8002011075190378e-5,2020-11-03
Dorset,Southampton,1.1860596755555114e-5,2020-11-03
Dorset,Wiltshire,8.544951907520937e-6,2020-11-03
Dorset,Hampshire,6.38807576769983e-6,2020-11-03
Dorset,Bath and North East Somerset,4.815623604840859e-6,2020-11-03
Dorset,Portsmouth,3.3515282159674696e-6,2020-11-03
Dorset,Devon,3.1368712388844066e-6,2020-11-03
Dorset,Isle of Wight,2.588206173530852e-6,2020-11-03
Dudley,Sandwell,1.0082164253797475e-4,2020-11-03
Dudley,Wolverhampton,5.301759704620705e-5,2020-11-03
Dudley,Walsall,2.2557579329516157e-5,2020-11-03
Dudley,Birmingham,2.1813925547298707e-5,2020-11-03
Dudley,Worcestershire,1.8819934170197192e-5,2020-11-03
Dudley,Solihull,8.703435266223248e-6,2020-11-03
Dudley,Staffordshire,7.872415732425575e-6,2020-11-03
Dudley,Telford and Wrekin,6.415148831390325e-6,2020-11-03
Dudley,Shropshire,6.405503719737166e-6,2020-11-03
Dudley,Warwickshire,2.9103675442899886e-6,2020-11-03
Dumfries and Galloway,Cumbria,1.5603691523104055e-5,2020-11-03
Dumfries and Galloway,South Ayrshire,1.0201847984694268e-5,2020-11-03
Dumfries and Galloway,East Ayrshire,8.061297106863571e-6,2020-11-03
Dumfries and Galloway,North Ayrshire,3.4467252205987227e-6,2020-11-03
Dumfries and Galloway,Scottish Borders,3.3120522145641473e-6,2020-11-03
Dumfries and Galloway,Argyll and Bute,3.2648488107895e-6,2020-11-03
Dumfries and Galloway,Glasgow,2.6214208306334176e-6,2020-11-03
Dumfries and Galloway,Blackpool,2.584499311804348e-6,2020-11-03
Dumfries and Galloway,Renfrewshire,2.5406305513109655e-6,2020-11-03
Dumfries and Galloway,East Dunbartonshire,2.4423314753224958e-6,2020-11-03
Dundee,Angus,1.8086776438913082e-4,2020-11-03
Dundee,Perthshire and Kinross,7.45267908753893e-5,2020-11-03
Dundee,Fife,2.7422551406681728e-5,2020-11-03
Dundee,Aberdeen,9.54963804848128e-6,2020-11-03
Dundee,Stirling,6.456594227129244e-6,2020-11-03
Dundee,Edinburgh,5.543980790469066e-6,2020-11-03
Dundee,Aberdeenshire,4.527821344921971e-6,2020-11-03
Dundee,Highland,4.301149333029217e-6,2020-11-03
Dundee,Moray,3.41338607950493e-6,2020-11-03
Dundee,West Lothian,2.921982748851845e-6,2020-11-03
Durham,Darlington,5.5104827446470736e-5,2020-11-03
Durham,Sunderland,3.9680704580422245e-5,2020-11-03
Durham,Gateshead,3.385867382222356e-5,2020-11-03
Durham,Hartlepool,3.0301472656336772e-5,2020-11-03
Durham,Newcastle upon Tyne,2.3602175963025945e-5,2020-11-03
Durham,South Tyneside,1.7240405664659438e-5,2020-11-03
Durham,Stockton-on-Tees,1.5318678748615673e-5,2020-11-03
Durham,Middlesbrough,1.2368465560991135e-5,2020-11-03
Durham,North Tyneside,1.1308693328355995e-5,2020-11-03
Durham,Northumberland,7.283976805950018e-6,2020-11-03
East Ayrshire,South Ayrshire,1.5185788285980347e-4,2020-11-03
East Ayrshire,North Ayrshire,9.470723146954355e-5,2020-11-03
East Ayrshire,Glasgow,1.6668622770566043e-05,2020-11-03
East Ayrshire,Renfrewshire,1.615929426608162e-5,2020-11-03
East Ayrshire,East Renfrewshire,1.531341322836949e-5,2020-11-03
East Ayrshire,West Dunbartonshire,1.0554408578059956e-5,2020-11-03
East Ayrshire,South Lanarkshire,1.0224775500137476e-5,2020-11-03
East Ayrshire,Dumfries and Galloway,8.061297106863571e-6,2020-11-03
East Ayrshire,East Dunbartonshire,7.409139880254677e-6,2020-11-03
East Ayrshire,North Lanarkshire,6.126477566389362e-6,2020-11-03
East Dunbartonshire,Glasgow,9.037844676038347e-5,2020-11-03
East Dunbartonshire,West Dunbartonshire,4.96742333591091e-5,2020-11-03
East Dunbartonshire,North Lanarkshire,3.761688713046907e-5,2020-11-03
East Dunbartonshire,Renfrewshire,2.6424742324221294e-5,2020-11-03
East Dunbartonshire,East Renfrewshire,2.265036961218005e-5,2020-11-03
East Dunbartonshire,South Lanarkshire,2.17480198625412e-5,2020-11-03
East Dunbartonshire,Inverclyde,1.6210610572395173e-5,2020-11-03
East Dunbartonshire,Falkirk,1.4067131031298372e-5,2020-11-03
East Dunbartonshire,Stirling,1.3468356905506016e-5,2020-11-03
East Dunbartonshire,Argyll and Bute,9.04587100151347e-6,2020-11-03
East Lothian,Midlothian,1.1310862541433665e-4,2020-11-03
East Lothian,Edinburgh,9.618655209976295e-5,2020-11-03
East Lothian,Scottish Borders,2.2417567247072765e-5,2020-11-03
East Lothian,West Lothian,1.4989167692776396e-5,2020-11-03
East Lothian,Fife,6.396399779356022e-6,2020-11-03
East Lothian,Falkirk,5.209629955922514e-6,2020-11-03
East Lothian,Perthshire and Kinross,4.187273600782588e-6,2020-11-03
East Lothian,Clackmannanshire,4.039889038061925e-6,2020-11-03
East Lothian,Stirling,3.320064005170009e-6,2020-11-03
East Lothian,West Dunbartonshire,2.5702780577321152e-6,2020-11-03
East Renfrewshire,Glasgow,8.249564849411946e-5,2020-11-03
East Renfrewshire,Renfrewshire,7.659086630930897e-5,2020-11-03
East Renfrewshire,South Lanarkshire,3.0298954556675728e-5,2020-11-03
East Renfrewshire,East Dunbartonshire,2.265036961218005e-5,2020-11-03
East Renfrewshire,West Dunbartonshire,1.8544718479279764e-5,2020-11-03
East Renfrewshire,Inverclyde,1.7831198189973133e-5,2020-11-03
East Renfrewshire,East Ayrshire,1.531341322836949e-5,2020-11-03
East Renfrewshire,North Ayrshire,1.4932655867905954e-5,2020-11-03
East Renfrewshire,North Lanarkshire,1.3816094847373829e-5,2020-11-03
East Renfrewshire,South Ayrshire,1.3128718758910027e-5,2020-11-03
East Riding of Yorkshire,Kingston upon Hull,1.320545673151211e-4,2020-11-03
East Riding of Yorkshire,York,2.58881424112717e-5,2020-11-03
East Riding of Yorkshire,North Yorkshire,1.9652596081109583e-5,2020-11-03
East Riding of Yorkshire,North Lincolnshire,1.7063045910275113e-5,2020-11-03
East Riding of Yorkshire,Doncaster,7.80350514632548e-6,2020-11-03
East Riding of Yorkshire,Wakefield,6.0256742309460465e-6,2020-11-03
East Riding of Yorkshire,Leeds,4.5040045863541655e-6,2020-11-03
East Riding of Yorkshire,Barnsley,3.1393404616903482e-6,2020-11-03
East Riding of Yorkshire,Bradford,2.9223635884162597e-6,2020-11-03
East Riding of Yorkshire,Kirklees,2.4308375603579455e-6,2020-11-03
East Sussex,Brighton and Hove,7.417898241779004e-5,2020-11-03
East Sussex,West Sussex,1.2159409516789576e-5,2020-11-03
East Sussex,Kent,6.668269326437809e-6,2020-11-03
East Sussex,Medway,3.750195989596452e-6,2020-11-03
East Sussex,Surrey,2.1822482032467e-6,2020-11-03
East Sussex,Portsmouth,2.068488773904541e-6,2020-11-03
East Sussex,Greater London,1.743378369486152e-6,2020-11-03
East Sussex,Windsor and Maidenhead,1.694163003332155e-6,2020-11-03
East Sussex,Thurrock,1.460909349016068e-6,2020-11-03
East Sussex,Isle of Wight,1.4453141709985708e-6,2020-11-03
Edinburgh,Midlothian,1.291638013619043e-4,2020-11-03
Edinburgh,East Lothian,9.618655209976295e-5,2020-11-03
Edinburgh,West Lothian,4.764594342701497e-5,2020-11-03
Edinburgh,Fife,2.2232636120494465e-5,2020-11-03
Edinburgh,Falkirk,1.748572939353941e-5,2020-11-03
Edinburgh,Scottish Borders,1.2984846311033768e-5,2020-11-03
Edinburgh,Stirling,1.0494378878510056e-5,2020-11-03
Edinburgh,Clackmannanshire,8.347438525396338e-6,2020-11-03
Edinburgh,North Lanarkshire,6.422089543476049e-6,2020-11-03
Edinburgh,Perthshire and Kinross,6.209341671274885e-6,2020-11-03
Eilean Siar,Highland,6.889425927625533e-6,2020-11-03
Eilean Siar,Glasgow,2.915217454305961e-6,2020-11-03
Eilean Siar,Dundee,2.388194042424284e-6,2020-11-03
Eilean Siar,Renfrewshire,1.4229237310256695e-6,2020-11-03
Eilean Siar,Dumfries and Galloway,1.3802958938762837e-6,2020-11-03
Eilean Siar,West Dunbartonshire,1.3291664379207056e-6,2020-11-03
Eilean Siar,East Dunbartonshire,1.2606782028111983e-6,2020-11-03
Eilean Siar,Mid Ulster,8.699481946729926e-7,2020-11-03
Eilean Siar,Orkney Islands,6.733659190306589e-7,2020-11-03
Eilean Siar,Surrey,5.427011064190277e-7,2020-11-03
Essex,Southend-on-Sea,5.203753041269187e-5,2020-11-03
Essex,Thurrock,3.1474726433742496e-5,2020-11-03
Essex,Suffolk,9.059799624588504e-6,2020-11-03
Essex,Hertfordshire,7.629894342135733e-6,2020-11-03
Essex,Greater London,6.619508369150781e-6,2020-11-03
Essex,Cambridgeshire,3.071858477814673e-6,2020-11-03
Essex,Medway,2.333761307990205e-6,2020-11-03
Essex,Kent,1.529903056164878e-6,2020-11-03
Essex,Norfolk,1.3769129863573054e-6,2020-11-03
Essex,Brighton and Hove,1.2286306940008e-6,2020-11-03
Falkirk,Stirling,8.671533016004743e-5,2020-11-03
Falkirk,Clackmannanshire,7.83953157098182e-5,2020-11-03
Falkirk,West Lothian,3.2752227553673916e-5,2020-11-03
Falkirk,Edinburgh,1.748572939353941e-5,2020-11-03
Falkirk,North Lanarkshire,1.6215603224610562e-5,2020-11-03
Falkirk,East Dunbartonshire,1.4067131031298372e-5,2020-11-03
Falkirk,Fife,1.1277309688390785e-5,2020-11-03
Falkirk,Midlothian,9.90168924969964e-6,2020-11-03
Falkirk,Glasgow,8.164362475077313e-6,2020-11-03
Falkirk,Perthshire and Kinross,5.577852177419331e-6,2020-11-03
Fermanagh and Omagh,Mid Ulster,3.116700036012298e-5,2020-11-03
Fermanagh and Omagh,Derry and Strabane,2.6351949743823038e-5,2020-11-03
Fermanagh and Omagh,"Armagh, Banbridge and Craigavon",7.959713253066724e-6,2020-11-03
Fermanagh and Omagh,Belfast,6.2347931803841255e-6,2020-11-03
Fermanagh and Omagh,Causeway Coast and Glens,5.322314836200267e-6,2020-11-03
Fermanagh and Omagh,Lisburn and Castlereagh,5.246073518096522e-6,2020-11-03
Fermanagh and Omagh,North Down and Ards,3.024037014813095e-6,2020-11-03
Fermanagh and Omagh,Antrim and Newtownabbey,2.8450147884463247e-6,2020-11-03
Fermanagh and Omagh,"Newry, Mourne and Down",2.1448429128702785e-6,2020-11-03
Fermanagh and Omagh,Mid and East Antrim,2.068690363852584e-6,2020-11-03
Fife,Dundee,2.7422551406681728e-5,2020-11-03
Fife,Edinburgh,2.2232636120494465e-5,2020-11-03
Fife,Perthshire and Kinross,1.9822022564745534e-5,2020-11-03
Fife,Clackmannanshire,1.7536316480379707e-5,2020-11-03
Fife,West Lothian,1.1906222100663523e-5,2020-11-03
Fife,Falkirk,1.1277309688390785e-5,2020-11-03
Fife,Midlothian,8.943661036289382e-6,2020-11-03
Fife,Stirling,8.271165673844685e-6,2020-11-03
Fife,Angus,8.15261850618734e-6,2020-11-03
Fife,East Lothian,6.396399779356022e-6,2020-11-03
Flintshire,Cheshire West and Chester,6.396400826307863e-5,2020-11-03
Flintshire,Wrexham,6.00303286997686e-5,2020-11-03
Flintshire,Denbighshire,4.8090144242581375e-5,2020-11-03
Flintshire,Conwy,2.2204242384393047e-5,2020-11-03
Flintshire,Wirral,1.4925780483127826e-5,2020-11-03
Flintshire,Halton,6.0054913167458114e-6,2020-11-03
Flintshire,Shropshire,3.725621379300167e-6,2020-11-03
Flintshire,Anglesey,3.1019596847437004e-6,2020-11-03
Flintshire,Warrington,2.2820599970126176e-6,2020-11-03
Flintshire,Knowsley,2.2025142694992167e-6,2020-11-03
Gateshead,Newcastle upon Tyne,1.3298640311548227e-4,2020-11-03
Gateshead,South Tyneside,6.870561667105003e-5,2020-11-03
Gateshead,North Tyneside,5.795151400027585e-5,2020-11-03
Gateshead,Sunderland,5.2853892374169605e-5,2020-11-03
Gateshead,Durham,3.385867382222356e-5,2020-11-03
Gateshead,Northumberland,3.2001127775438864e-5,2020-11-03
Gateshead,Hartlepool,5.9001837107336375e-6,2020-11-03
Gateshead,Darlington,5.242302326868913e-6,2020-11-03
Gateshead,Stockton-on-Tees,4.773738864362069e-6,2020-11-03
Gateshead,Middlesbrough,4.211886666238094e-6,2020-11-03
Glasgow,East Dunbartonshire,9.037844676038347e-5,2020-11-03
Glasgow,East Renfrewshire,8.249564849411946e-5,2020-11-03
Glasgow,West Dunbartonshire,6.87948444073367e-5,2020-11-03
Glasgow,Renfrewshire,6.716969903206561e-5,2020-11-03
Glasgow,South Lanarkshire,5.360379092589031e-5,2020-11-03
Glasgow,North Lanarkshire,3.744408951058811e-5,2020-11-03
Glasgow,Inverclyde,2.390081094734686e-5,2020-11-03
Glasgow,North Ayrshire,1.747366355379645e-5,2020-11-03
Glasgow,East Ayrshire,1.6668622770566043e-05,2020-11-03
Glasgow,South Ayrshire,1.5117939815454952e-5,2020-11-03
Gloucestershire,Herefordshire,1.7689354423825208e-5,2020-11-03
Gloucestershire,Monmouthshire,1.2454892250721315e-5,2020-11-03
Gloucestershire,Swindon,1.1399354500058605e-5,2020-11-03
Gloucestershire,South Gloucestershire,1.0885331011365109e-5,2020-11-03
Gloucestershire,Bristol,9.197704561437359e-6,2020-11-03
Gloucestershire,Worcestershire,8.311023530665979e-6,2020-11-03
Gloucestershire,North Somerset,4.581220173087179e-6,2020-11-03
Gloucestershire,Wiltshire,4.104835773838061e-6,2020-11-03
Gloucestershire,Oxfordshire,3.746780440223918e-6,2020-11-03
Gloucestershire,Bath and North East Somerset,3.370228880922054e-6,2020-11-03
Greater London,Thurrock,1.8200768875486023e-5,2020-11-03
Greater London,Slough,1.240250046005643e-5,2020-11-03
Greater London,Hertfordshire,9.846710242831828e-6,2020-11-03
Greater London,Surrey,9.060113500102073e-6,2020-11-03
Greater London,Essex,6.619508369150781e-6,2020-11-03
Greater London,Luton,5.921753522061105e-6,2020-11-03
Greater London,Medway,5.755279929262295e-6,2020-11-03
Greater London,Southend-on-Sea,5.242975892929103e-6,2020-11-03
Greater London,Kent,4.795325523999307e-6,2020-11-03
Greater London,Windsor and Maidenhead,4.6768654010780535e-6,2020-11-03
Gwynedd,Anglesey,1.5691471233362754e-4,2020-11-03
Gwynedd,Conwy,4.371015968903025e-5,2020-11-03
Gwynedd,Isles of Scilly,1.7071420887106125e-5,2020-11-03
Gwynedd,Ceredigion,1.3168141741459275e-5,2020-11-03
